FID,pointid,b1_S2,b2_S2,b3_S2,b4_S2,b5_S2,b6_S2,b7_S2,b8_S2,b9_S2,b10_S2,b11_S2,b12_S2,b13_S2,b14_S2,b15_S2,b16_S2,b17_S2,b18_S2,Classname,Classvalue
5003,5503,477,828,1201,1179,593,532,37,54,301,1524,1845,2023,2119,1685,1637,1346,1233,1636,Permenant Water,1
5004,5504,471,824,1214,1181,595,529,43,47,317,1489,1743,1881,2016,1595,1678,1360,1201,1511,Permenant Water,1
5005,5505,491,844,1212,1175,602,559,45,52,312,1430,1673,1810,1903,1520,1548,1288,1153,1379,Permenant Water,1
5006,5506,467,820,1191,1144,594,555,89,66,326,610,787,871,925,630,587,397,294,563,Permenant Water,1
5007,5507,472,818,1183,1134,570,543,65,40,319,993,1199,1324,1350,860,960,676,553,801,Permenant Water,1
5008,5508,478,816,1197,1158,577,536,63,50,294,719,938,1019,1092,830,680,558,473,772,Permenant Water,1
5009,5509,481,828,1200,1154,586,542,57,45,294,778,930,1055,979,630,670,497,381,528,Permenant Water,1
5010,5510,463,827,1204,1180,589,536,64,50,289,749,950,1064,1179,754,718,593,494,674,Permenant Water,1
5011,5511,466,826,1211,1166,594,561,62,49,287,1109,1297,1466,1630,1135,1198,915,825,1148,Permenant Water,1
5012,5512,466,813,1204,1174,593,551,33,42,301,1267,1525,1676,1745,1364,1308,1081,990,1339,Permenant Water,1
5013,5513,492,825,1217,1185,593,556,46,36,322,1314,1584,1735,1826,1406,1510,1218,1083,1312,Permenant Water,1
5014,5514,494,849,1223,1198,606,572,44,49,326,1447,1711,1823,1999,1601,1547,1300,1154,1449,Permenant Water,1
5015,5515,495,856,1226,1191,633,597,63,85,349,1370,1604,1764,1934,1501,1546,1304,1164,1448,Permenant Water,1
5016,5516,467,808,1193,1139,579,526,61,37,299,1085,1269,1394,1480,1024,1057,776,668,940,Permenant Water,1
5017,5517,468,818,1193,1160,577,525,60,46,290,728,921,1015,1106,820,787,643,506,738,Permenant Water,1
5018,5518,465,814,1194,1177,585,528,51,44,288,961,1190,1247,1271,758,888,603,502,665,Permenant Water,1
5019,5519,483,827,1197,1179,602,534,62,39,300,733,933,1048,1182,792,741,554,463,686,Permenant Water,1
5020,5520,479,828,1197,1173,601,556,73,39,294,914,1148,1274,1426,1042,1065,762,675,916,Permenant Water,1
5021,5521,500,831,1212,1181,600,552,45,42,305,895,1127,1278,1344,995,1108,877,754,917,Permenant Water,1
5022,5522,509,839,1217,1188,592,571,62,40,325,1130,1373,1541,1677,1168,1251,1059,956,1124,Permenant Water,1
5023,5523,515,851,1230,1206,610,582,44,62,335,1385,1666,1805,1984,1609,1556,1304,1143,1533,Permenant Water,1
5024,5524,510,837,1228,1196,623,595,72,68,346,1388,1645,1809,1910,1511,1524,1305,1154,1453,Permenant Water,1
5025,5525,467,832,1197,1145,582,528,61,44,305,1284,1508,1595,1642,1238,1155,912,786,1228,Permenant Water,1
5026,5526,484,826,1187,1149,570,525,60,47,287,972,1191,1292,1371,989,1025,811,676,911,Permenant Water,1
5027,5527,479,817,1195,1152,579,536,55,42,289,811,1015,1123,1165,694,713,550,472,611,Permenant Water,1
5028,5528,472,831,1221,1145,603,544,65,36,318,609,794,870,901,580,501,424,310,504,Permenant Water,1
5029,5529,489,835,1206,1176,604,554,74,39,313,886,1102,1212,1249,922,888,641,526,856,Permenant Water,1
5030,5530,506,828,1217,1187,604,553,49,53,314,1080,1299,1426,1408,977,1166,845,724,895,Permenant Water,1
5031,5531,500,849,1223,1190,605,565,56,49,326,1220,1477,1620,1792,1330,1220,1011,947,1242,Permenant Water,1
5032,5532,495,845,1221,1186,610,580,58,57,327,1375,1672,1805,1965,1614,1635,1305,1144,1475,Permenant Water,1
5033,5533,498,841,1223,1184,603,583,74,46,340,1444,1657,1826,1963,1513,1543,1314,1157,1424,Permenant Water,1
5034,5534,485,813,1191,1145,582,541,56,53,289,1174,1391,1482,1553,1179,1230,967,840,1062,Permenant Water,1
5035,5535,479,828,1197,1140,586,545,62,39,296,787,1015,1101,1191,797,798,617,519,700,Permenant Water,1
5036,5536,489,827,1215,1177,587,571,66,45,328,623,796,877,926,571,548,397,317,431,Permenant Water,1
5037,5537,494,843,1217,1180,599,550,44,47,324,610,817,897,964,529,600,421,334,435,Permenant Water,1
5038,5538,492,839,1217,1182,605,558,48,57,326,828,1062,1208,1338,866,933,689,617,792,Permenant Water,1
5039,5539,507,833,1228,1184,612,571,53,53,325,1184,1454,1567,1650,1301,1139,930,865,1241,Permenant Water,1
5040,5540,506,843,1224,1183,611,572,66,58,317,1153,1441,1558,1665,1250,1334,1066,953,1169,Permenant Water,1
5041,5541,485,843,1211,1180,603,561,63,54,317,1316,1558,1723,1831,1417,1459,1184,1054,1323,Permenant Water,1
5042,5542,473,826,1193,1167,584,564,63,62,314,1429,1694,1834,1982,1611,1640,1365,1208,1519,Permenant Water,1
5043,5543,482,837,1199,1155,601,538,57,51,294,1343,1588,1701,1766,1394,1454,1152,978,1368,Permenant Water,1
5044,5544,489,822,1195,1153,598,544,62,44,329,1068,1272,1359,1398,934,1022,817,675,852,Permenant Water,1
5045,5545,488,825,1217,1183,584,564,62,51,326,737,931,1004,1120,714,670,494,427,631,Permenant Water,1
5046,5546,475,826,1225,1181,591,551,43,50,333,572,740,840,842,495,529,363,267,394,Permenant Water,1
5047,5547,509,823,1219,1176,603,563,49,56,338,656,875,1009,1113,709,689,518,446,593,Permenant Water,1
5048,5548,516,848,1217,1177,617,586,56,61,331,900,1138,1272,1316,997,930,717,632,980,Permenant Water,1
5049,5549,512,853,1250,1203,634,577,63,71,333,722,942,1087,1271,825,960,752,679,749,Permenant Water,1
5050,5550,493,845,1230,1180,620,562,52,54,313,1212,1464,1631,1724,1374,1366,1074,968,1295,Permenant Water,1
5051,5551,502,835,1193,1179,575,555,62,46,318,1376,1645,1787,1924,1577,1571,1300,1158,1512,Permenant Water,1
5052,5552,477,837,1198,1149,601,542,56,56,285,1325,1556,1681,1798,1445,1403,1175,1008,1356,Permenant Water,1
5053,5553,486,833,1203,1172,586,549,66,58,328,983,1185,1289,1450,987,980,822,714,869,Permenant Water,1
5054,5554,475,847,1215,1187,590,560,62,52,328,768,964,1065,1152,805,735,559,459,662,Permenant Water,1
5055,5555,484,842,1212,1190,593,545,38,52,334,718,910,993,975,616,627,430,341,543,Permenant Water,1
5056,5556,496,827,1226,1183,606,561,52,56,335,642,873,970,1038,696,640,480,417,598,Permenant Water,1
5057,5557,501,864,1232,1194,617,587,52,63,338,1047,1265,1407,1401,1018,1125,801,677,953,Permenant Water,1
5058,5558,530,868,1247,1213,625,582,52,67,332,959,1183,1298,1473,1004,1057,868,792,1009,Permenant Water,1
5059,5559,497,848,1212,1164,609,565,49,47,317,1228,1494,1674,1764,1475,1450,1139,1004,1419,Permenant Water,1
5060,5560,489,824,1190,1167,579,550,68,40,310,1335,1630,1806,1888,1503,1579,1287,1141,1503,Permenant Water,1
5061,5561,480,806,1188,1148,578,557,72,64,335,1360,1613,1766,1973,1533,1544,1311,1163,1508,Permenant Water,1
5062,5562,457,837,1211,1177,580,549,72,46,320,1288,1495,1599,1657,1223,1203,952,838,1172,Permenant Water,1
5063,5563,483,837,1206,1189,609,554,67,46,330,879,1072,1174,1259,864,958,724,578,813,Permenant Water,1
5064,5564,487,854,1216,1180,609,542,43,49,320,786,978,1055,1135,691,670,528,430,630,Permenant Water,1
5065,5565,512,824,1210,1181,612,558,52,49,313,722,935,1011,1040,672,730,518,419,611,Permenant Water,1
5066,5566,505,846,1215,1197,604,565,51,45,329,953,1211,1366,1456,1018,1045,759,694,898,Permenant Water,1
5067,5567,502,841,1224,1184,590,564,47,51,319,1082,1308,1455,1716,1380,1306,1029,932,1245,Permenant Water,1
5068,5568,493,826,1212,1152,577,563,45,57,323,1406,1655,1823,1887,1562,1590,1280,1099,1499,Permenant Water,1
5069,5569,485,829,1198,1172,586,559,57,46,292,1457,1707,1893,1984,1590,1662,1337,1198,1544,Permenant Water,1
5070,5570,484,825,1201,1165,607,575,59,57,323,1344,1638,1776,1923,1579,1544,1302,1158,1512,Permenant Water,1
5071,5571,480,835,1225,1188,598,571,74,43,319,1234,1466,1600,1693,1300,1289,992,883,1161,Permenant Water,1
5072,5572,473,829,1217,1164,611,552,38,45,321,1082,1295,1386,1487,1101,1087,828,723,912,Permenant Water,1
5073,5573,481,839,1207,1183,610,554,47,45,312,888,1103,1184,1276,870,869,643,544,737,Permenant Water,1
5074,5574,492,823,1222,1176,610,555,47,37,301,687,899,957,1039,607,650,483,407,506,Permenant Water,1
5075,5575,499,833,1221,1177,602,551,51,29,322,862,1080,1204,1253,835,863,684,536,765,Permenant Water,1
5076,5576,486,834,1202,1164,596,543,49,45,313,1441,1715,1874,1918,1499,1486,1158,1037,1446,Permenant Water,1
5077,5577,494,830,1206,1176,581,555,46,54,303,1394,1647,1842,1963,1632,1661,1351,1179,1543,Permenant Water,1
5078,5578,475,823,1203,1184,592,553,55,56,289,1473,1731,1893,2021,1598,1653,1327,1191,1505,Permenant Water,1
5079,5579,494,817,1205,1168,610,540,69,78,309,1378,1633,1781,1905,1538,1526,1264,1120,1465,Permenant Water,1
5080,5580,469,844,1211,1173,598,574,77,49,317,1091,1350,1450,1466,1095,1128,887,782,1054,Permenant Water,1
5081,5581,483,834,1208,1187,589,559,44,44,315,978,1179,1318,1372,1027,990,760,654,887,Permenant Water,1
5082,5582,492,835,1205,1186,603,554,51,40,321,921,1129,1242,1299,955,927,670,584,784,Permenant Water,1
5083,5583,484,830,1224,1171,596,554,44,35,298,791,986,1063,1095,757,773,559,453,680,Permenant Water,1
5084,5584,485,828,1216,1162,589,550,55,33,306,698,886,989,1178,708,729,602,496,581,Permenant Water,1
5085,5585,483,835,1207,1163,598,542,52,46,328,1353,1632,1798,1897,1525,1487,1157,1048,1413,Permenant Water,1
5086,5586,477,835,1203,1192,597,560,52,53,320,1359,1649,1769,1913,1593,1634,1308,1141,1480,Permenant Water,1
5087,5587,477,817,1195,1164,597,567,45,50,327,1259,1526,1656,1824,1362,1389,1179,1065,1311,Permenant Water,1
5088,5588,494,825,1215,1159,590,570,71,76,363,1266,1516,1665,1761,1451,1355,1131,1010,1336,Permenant Water,1
5089,5589,495,829,1227,1161,622,582,75,75,349,1151,1381,1523,1632,1301,1283,1052,926,1213,Permenant Water,1
5090,5590,487,823,1205,1180,598,552,45,39,310,821,1033,1151,1219,871,878,684,569,752,Permenant Water,1
5091,5591,490,827,1203,1169,606,558,50,47,304,924,1120,1233,1341,994,879,700,611,814,Permenant Water,1
5092,5592,492,821,1215,1168,584,556,45,45,323,1045,1247,1372,1280,941,1001,725,561,868,Permenant Water,1
5093,5593,494,827,1215,1164,586,554,56,43,317,706,890,1014,1154,744,640,583,527,639,Permenant Water,1
5094,5594,477,838,1215,1170,597,547,43,47,327,1272,1526,1719,1734,1414,1452,1119,963,1353,Permenant Water,1
5095,5595,489,826,1209,1175,592,567,50,58,328,1342,1596,1777,1941,1541,1517,1263,1126,1476,Permenant Water,1
5096,5596,486,837,1199,1168,590,572,48,60,333,1142,1350,1480,1641,1219,1154,1046,934,1157,Permenant Water,1
5097,5597,490,831,1215,1157,615,599,75,73,352,1176,1403,1578,1608,1317,1262,1032,913,1228,Permenant Water,1
5098,5598,510,850,1224,1166,627,582,67,71,332,1200,1440,1572,1669,1329,1376,1073,949,1277,Permenant Water,1
5099,5599,484,832,1200,1157,602,564,46,37,309,938,1161,1279,1345,1006,993,812,680,954,Permenant Water,1
5100,5600,501,842,1214,1169,604,566,49,59,309,919,1115,1245,1288,897,883,729,616,835,Permenant Water,1
5101,5601,495,843,1234,1181,591,568,46,56,331,957,1176,1278,1319,895,930,710,599,800,Permenant Water,1
5102,5602,490,822,1223,1172,609,562,57,50,330,708,901,1054,1178,791,759,624,554,718,Permenant Water,1
5103,5603,505,834,1230,1189,613,569,50,59,332,1171,1405,1638,1674,1277,1367,1028,905,1213,Permenant Water,1
5104,5604,489,832,1225,1182,603,587,69,71,336,1463,1736,1888,2043,1624,1609,1301,1151,1495,Permenant Water,1
5105,5605,502,855,1249,1195,612,593,71,79,357,1187,1416,1539,1620,1270,1291,1072,909,1211,Permenant Water,1
5106,5606,522,865,1247,1208,653,616,93,89,360,1008,1239,1380,1508,1134,1166,943,821,1061,Permenant Water,1
5107,5607,506,853,1219,1185,607,563,81,59,346,1177,1438,1568,1731,1343,1365,1068,935,1243,Permenant Water,1
5108,5608,467,825,1191,1155,573,550,70,57,318,1176,1436,1562,1725,1358,1352,1073,954,1310,Permenant Water,1
5109,5609,478,827,1214,1180,606,566,43,58,313,1033,1269,1399,1511,1058,1118,864,771,954,Permenant Water,1
5110,5610,476,849,1229,1214,619,577,61,60,333,982,1184,1299,1368,971,938,749,657,899,Permenant Water,1
5111,5611,507,841,1230,1205,628,585,71,63,349,846,1079,1177,1226,871,884,666,580,770,Permenant Water,1
5112,5612,511,863,1236,1207,640,601,73,87,357,996,1235,1384,1474,1142,1138,892,758,1039,Permenant Water,1
5113,5613,530,861,1239,1196,641,611,84,83,360,1368,1649,1816,1965,1533,1513,1193,1068,1387,Permenant Water,1
5114,5614,523,877,1265,1213,642,604,89,90,381,1147,1356,1487,1629,1290,1315,1037,907,1201,Permenant Water,1
5115,5615,540,890,1263,1226,658,609,87,90,392,1039,1269,1407,1518,1105,1122,910,807,1042,Permenant Water,1
5116,5616,498,851,1210,1171,586,546,68,47,337,1145,1396,1543,1676,1321,1300,1029,908,1229,Permenant Water,1
5117,5617,478,813,1175,1150,585,556,57,76,297,1172,1438,1546,1662,1345,1330,1061,933,1267,Permenant Water,1
5118,5618,503,844,1221,1181,608,572,43,51,328,1148,1391,1508,1684,1257,1331,1013,923,1154,Permenant Water,1
5119,5619,510,858,1238,1204,620,579,68,54,343,1060,1289,1416,1525,1147,1141,899,768,1053,Permenant Water,1
5120,5620,521,877,1246,1208,634,593,80,75,357,935,1124,1228,1276,921,904,696,622,758,Permenant Water,1
5121,5621,542,890,1276,1224,661,611,100,101,373,762,964,1057,1127,780,844,649,535,712,Permenant Water,1
5122,5622,538,869,1276,1225,673,612,96,88,375,1112,1344,1479,1556,1081,1054,856,763,1035,Permenant Water,1
5123,5623,544,883,1263,1237,647,601,86,83,360,1122,1340,1482,1497,1171,1173,904,782,1143,Permenant Water,1
5124,5624,542,878,1247,1202,630,579,73,71,354,1052,1259,1406,1515,1137,1157,867,786,1030,Permenant Water,1
5125,5625,495,822,1199,1149,585,539,60,54,321,1101,1324,1489,1597,1302,1272,982,861,1201,Permenant Water,1
5126,5626,467,825,1187,1144,582,548,46,61,294,1167,1400,1545,1637,1272,1265,1009,904,1224,Permenant Water,1
5127,5627,497,839,1212,1184,607,572,48,41,330,1280,1512,1645,1714,1317,1400,1100,957,1282,Permenant Water,1
5128,5628,499,851,1226,1186,599,582,55,52,341,1208,1431,1570,1740,1326,1315,1063,928,1194,Permenant Water,1
5129,5629,526,874,1247,1187,626,595,85,75,356,1130,1331,1425,1488,1095,1118,885,767,1041,Permenant Water,1
5130,5630,558,898,1266,1224,636,605,91,89,353,692,897,1001,1133,757,705,563,505,609,Permenant Water,1
5131,5631,536,870,1238,1217,632,596,85,80,343,776,969,1068,1174,812,796,591,496,692,Permenant Water,1
5132,5632,522,854,1233,1194,628,593,79,78,330,807,1024,1159,1256,857,933,676,583,766,Permenant Water,1
5133,5633,494,836,1204,1179,613,566,61,59,310,865,1095,1210,1339,950,925,711,649,889,Permenant Water,1
5134,5634,483,812,1191,1153,596,538,46,40,300,1004,1240,1381,1406,1071,1158,883,720,1030,Permenant Water,1
5135,5635,472,817,1192,1153,582,546,49,51,297,1097,1342,1468,1622,1164,1184,952,873,1091,Permenant Water,1
5136,5636,473,821,1184,1154,581,551,44,65,300,1083,1345,1498,1564,1243,1283,1012,880,1231,Permenant Water,1
5137,5637,506,849,1227,1191,626,568,44,54,329,1373,1620,1742,1866,1494,1472,1166,1037,1350,Permenant Water,1
5138,5638,510,861,1238,1204,627,586,68,66,354,1320,1576,1696,1761,1338,1388,1056,933,1243,Permenant Water,1
5139,5639,524,876,1253,1226,643,593,81,75,369,790,1020,1112,1199,849,833,647,594,817,Permenant Water,1
5140,5640,510,844,1241,1205,631,579,75,71,360,802,1022,1105,1034,698,781,541,431,685,Permenant Water,1
5141,5641,499,849,1230,1166,627,570,69,77,334,717,906,1009,1115,696,711,519,469,601,Permenant Water,1
5142,5642,483,843,1209,1173,610,551,56,65,313,885,1104,1203,1247,844,918,607,549,750,Permenant Water,1
5143,5643,481,825,1199,1165,586,537,44,47,299,840,1069,1184,1293,913,927,712,611,835,Permenant Water,1
5144,5644,479,819,1182,1153,572,538,49,45,292,993,1203,1343,1510,1128,1081,865,779,1039,Permenant Water,1
5145,5645,464,814,1191,1146,585,557,45,61,302,1113,1350,1524,1563,1237,1328,1010,878,1211,Permenant Water,1
5146,5646,507,846,1219,1184,622,557,50,54,309,1309,1531,1688,1803,1383,1458,1163,1023,1355,Permenant Water,1
5147,5647,510,852,1227,1194,611,588,64,63,336,1101,1363,1501,1615,1194,1201,975,862,1125,Permenant Water,1
5148,5648,533,862,1237,1210,629,585,69,65,350,865,1109,1209,1303,942,978,740,677,855,Permenant Water,1
5149,5649,516,863,1227,1194,628,576,65,71,347,823,1001,1108,1205,841,885,669,565,724,Permenant Water,1
5150,5650,502,843,1256,1169,615,556,72,73,324,819,1004,1107,1174,795,794,618,526,674,Permenant Water,1
5151,5651,498,840,1207,1170,597,553,52,63,309,771,976,1074,1166,762,743,575,482,671,Permenant Water,1
5152,5652,486,813,1196,1172,578,535,43,51,297,777,989,1081,1140,802,835,612,523,753,Permenant Water,1
5153,5653,479,812,1182,1164,565,531,37,39,311,982,1235,1362,1421,1036,1027,786,700,961,Permenant Water,1
5154,5654,487,819,1199,1153,577,544,29,56,331,1163,1416,1558,1645,1319,1289,998,884,1233,Permenant Water,1
5155,5655,481,839,1209,1181,595,574,53,52,300,1299,1551,1721,1788,1441,1471,1149,1033,1362,Permenant Water,1
5156,5656,502,830,1222,1180,613,582,59,57,317,1157,1358,1494,1634,1234,1235,1011,895,1140,Permenant Water,1
5157,5657,518,841,1229,1180,605,581,57,60,331,1156,1381,1499,1651,1223,1269,997,861,1149,Permenant Water,1
5158,5658,510,851,1226,1196,608,561,54,68,318,1184,1412,1532,1615,1227,1253,976,844,1171,Permenant Water,1
5159,5659,517,849,1217,1187,596,556,59,63,313,1248,1449,1583,1663,1257,1187,922,842,1139,Permenant Water,1
5160,5660,486,830,1200,1178,594,570,53,57,318,917,1071,1152,1232,931,923,726,569,886,Permenant Water,1
5161,5661,487,825,1190,1159,583,541,42,54,304,855,1046,1111,1162,761,821,599,503,684,Permenant Water,1
5162,5662,465,825,1200,1163,570,521,40,43,303,933,1146,1277,1345,938,946,732,639,846,Permenant Water,1
5163,5663,479,820,1208,1154,573,525,43,58,325,1092,1320,1451,1574,1228,1217,976,838,1179,Permenant Water,1
5164,5664,473,808,1190,1135,572,555,54,61,305,1198,1456,1599,1702,1314,1387,1096,956,1298,Permenant Water,1
5165,5665,499,824,1213,1193,599,563,52,57,322,1194,1425,1575,1676,1273,1336,1101,955,1255,Permenant Water,1
5166,5666,508,846,1219,1172,595,573,48,58,319,1464,1684,1840,1975,1511,1552,1256,1057,1426,Permenant Water,1
5167,5667,500,831,1212,1181,596,556,42,61,315,1350,1600,1728,1888,1491,1453,1188,1056,1384,Permenant Water,1
5168,5668,500,836,1209,1179,592,561,49,54,312,1342,1584,1740,1780,1404,1470,1155,1001,1354,Permenant Water,1
5169,5669,500,828,1209,1181,594,567,57,52,319,1227,1422,1540,1583,1158,1248,965,820,1160,Permenant Water,1
5170,5670,483,821,1200,1146,590,534,44,59,316,905,1117,1205,1285,845,890,687,584,767,Permenant Water,1
5171,5671,479,825,1186,1163,579,519,43,50,302,933,1146,1242,1304,931,910,686,588,827,Permenant Water,1
5172,5672,462,820,1202,1144,574,524,34,47,296,1160,1380,1510,1605,1215,1184,911,792,1093,Permenant Water,1
5173,5673,479,804,1184,1139,564,540,46,41,296,1232,1467,1598,1711,1309,1296,1039,929,1227,Permenant Water,1
5174,5674,485,840,1192,1178,587,560,51,58,319,1296,1527,1686,1809,1398,1396,1156,1020,1337,Permenant Water,1
5175,5675,493,821,1219,1179,591,566,44,52,319,1526,1774,1919,2052,1619,1639,1316,1147,1563,Permenant Water,1
5176,5676,485,820,1206,1178,598,563,39,58,321,1306,1560,1665,1795,1410,1385,1177,1032,1329,Permenant Water,1
5177,5677,483,833,1217,1159,596,557,45,46,310,1271,1510,1632,1693,1295,1359,1065,926,1177,Permenant Water,1
5178,5678,502,837,1198,1159,594,559,53,49,309,1096,1305,1419,1481,1096,1099,860,764,1031,Permenant Water,1
5179,5679,491,828,1202,1153,591,540,49,59,313,791,988,1117,1223,792,810,635,552,709,Permenant Water,1
5180,5680,486,829,1193,1142,581,528,39,50,311,843,1056,1141,1201,850,823,637,547,793,Permenant Water,1
5181,5681,484,823,1192,1126,573,531,38,45,309,923,1134,1239,1351,935,985,737,640,840,Permenant Water,1
5182,5682,476,820,1188,1141,577,538,51,47,300,1145,1365,1499,1568,1219,1161,928,806,1103,Permenant Water,1
5183,5683,462,811,1186,1134,579,534,54,63,315,1121,1382,1518,1681,1289,1395,1082,913,1238,Permenant Water,1
5184,5684,491,831,1207,1169,594,555,40,52,319,1371,1630,1761,1884,1479,1500,1207,1057,1398,Permenant Water,1
5185,5685,483,825,1201,1172,601,575,40,58,319,1184,1416,1557,1665,1268,1307,1102,954,1271,Permenant Water,1
5186,5686,483,832,1203,1163,596,555,45,46,309,1162,1384,1542,1616,1185,1250,959,864,1112,Permenant Water,1
5187,5687,483,831,1195,1154,594,553,47,45,297,888,1086,1216,1375,1007,1000,791,692,903,Permenant Water,1
5188,5688,473,834,1208,1171,583,545,49,53,305,871,1080,1208,1274,857,874,663,576,770,Permenant Water,1
5189,5689,479,816,1196,1170,573,541,39,43,307,872,1071,1188,1181,863,882,643,536,805,Permenant Water,1
5190,5690,468,811,1193,1148,570,534,44,51,300,691,908,1023,1179,792,717,571,507,639,Permenant Water,1
5191,5691,474,808,1179,1141,585,545,42,46,286,972,1178,1296,1318,1009,1037,757,625,939,Permenant Water,1
5192,5692,485,809,1198,1141,568,561,57,60,320,1150,1386,1526,1631,1170,1296,970,839,1153,Permenant Water,1
5193,5693,490,829,1215,1174,594,549,37,52,319,1258,1496,1657,1783,1336,1349,1095,979,1206,Permenant Water,1
5194,5694,480,830,1206,1167,594,563,41,57,314,1229,1475,1603,1676,1333,1351,1084,954,1252,Permenant Water,1
5195,5695,491,833,1202,1182,594,557,49,51,306,1183,1422,1548,1660,1234,1298,989,881,1133,Permenant Water,1
